ID,LogFC_x_Cha,LogFC_x_Man,LogFC_x_Kow,LogFC_x_Nor,LogFC_x_Mar,LogFC_x_Wah,LogFC_x_Fla,LogFC_x_Laz,LogFC_x_Ber,LogFC_x_Gro,LogFC_x_Sun,LogFC_x_Kir,Mean,Stdev,Gene,Counts
4984,,,,,-0.5558191485,,,,,,,,-0.5558191485,,Plcb2,1
4985,,,,,,,,,,,-1.2886125277,,-1.2886125277,,Gpc2,1
4986,1.8395828339,,,,,,,,,,,,1.8395828339,,Tcf7l2,1
4987,,,,,,,,,,,1.4404363491,,1.4404363491,,Ccdc103,1
4988,1.2245897225,,,,,,,,,,,,1.2245897225,,Ptbp3,1
4989,,,,,-2.4977251878,,,,,,,,-2.4977251878,,Mmp16,1
4990,,,,,-1.01828614,,,,,,,,-1.01828614,,Sik2,1
4991,-0.5044506942,,,,,,,,,,,,-0.5044506942,,Snca,1
4992,,,,,,,,,,,-0.5958328546,,-0.5958328546,,Iqgap3,1
4993,,,,,,,,,,,-4.582464944,,-4.582464944,,Igkv3-7,1
4994,,,,,,,,,,,-2.0893701365,,-2.0893701365,,Pipox,1
4995,,,,,,,,,,,-1.6931631932,,-1.6931631932,,Mir1950,1
4996,0.5766525781,,,,,,,,,,,,0.5766525781,,Gars,1
4997,-1.241799885,,,,,,,,,,,,-1.241799885,,Ubc,1
4998,0.6395846834,,,,,,,,,,,,0.6395846834,,Asah2,1
4999,0.8113887101,,,,,,,,,,,,0.8113887101,,Arih2,1
5000,,,,,-0.7493978206,,,,,,,,-0.7493978206,,Mex3c,1
5001,0.1992561404,,,,,,,,,,,,0.1992561404,,Mettl21a,1
5002,,,0.4171301181,,,,,,,,,,0.4171301181,,Ubb,1
5003,1.9521476943,,,,,,,,,,,,1.9521476943,,Fbxl14,1
5004,,,,,0.5744787225,,,,,,,,0.5744787225,,Gstt3,1
5005,,,,,,,,,,,-1.2534384755,,-1.2534384755,,Gm17833,1
5006,,,,,,,,,,,-1.0920600623,,-1.0920600623,,Cdr2,1
5007,-1.3043127221,,,,,,,,,,,,-1.3043127221,,Coa6,1
5008,,,,,,,,,,,4.8956325337,,4.8956325337,,Igkv4-55,1
5009,,,,,,,,,,,0.9527204255,,0.9527204255,,mt-Co3,1
5010,0.6681786129,,,,,,,,,,,,0.6681786129,,Crisp2,1
5011,,,-0.3233627684,,,,,,,,,,-0.3233627684,,Sccpdh,1
5012,,,,,,,,,,,0.80732151,,0.80732151,,Pls1,1
5013,,,,-0.9999212416,,,,,,,,,-0.9999212416,,Syce2,1
5014,-0.4245914163,,,,,,,,,,,,-0.4245914163,,Myl12a,1
5015,-0.9355915928,,,,,,,,,,,,-0.9355915928,,Golga5,1
5016,,,,0.7385618154,,,,,,,,,0.7385618154,,Ppp1r12a,1
5017,,,,,-0.8238753222,,,,,,,,-0.8238753222,,Pkn2,1
5018,,,,,,,,,,,-1.4968493939,,-1.4968493939,,Cabp1,1
5019,-0.577886095,,,,,,,,,,,,-0.577886095,,Rnf181,1
5020,,,-0.2887351873,,,,,,,,,,-0.2887351873,,Zc4h2,1
5021,0.9867990299,,,,,,,,,,,,0.9867990299,,St13,1
5022,,,,,,,,,,,0.4678499332,,0.4678499332,,Bmt2,1
5023,-1.8238735624,,,,,,,,,,,,-1.8238735624,,Noc2l,1
5024,,,,,,,,,,,-3.2244678512,,-3.2244678512,,Gm21738,1
5025,,,,,,,-0.726925286950001,,,,,,-0.726925286950001,,Gm10199,1
5026,,,,,,,,,,,0.572429436,,0.572429436,,Gm38910,1
5027,,,,,,,,,,,-0.8040775799,,-0.8040775799,,Eldr,1
5028,2.8385734413,,,,,,,,,,,,2.8385734413,,Set,1
5029,-0.5941063037,,,,,,,,,,,,-0.5941063037,,Rps10,1
5031,-1.0084309331,,,,,,,,,,,,-1.0084309331,,Napa,1
5032,,,,,,,,,,,0.5092011899,,0.5092011899,,Adamtsl5,1
5033,-2.7645295393,,,,,,,,,,,,-2.7645295393,,Rp9,1
5034,,,,,,,,,,,0.866003792,,0.866003792,,Fam78b,1
5035,,,,,-1.1063658784,,,,,,,,-1.1063658784,,Phtf1,1
5036,,,,,-1.0240193241,,,,,,,,-1.0240193241,,Tprgl,1
5037,2.0990736713,,,,,,,,,,,,2.0990736713,,Cfl1,1
5038,-1.2626378276,,,,,,,,,,,,-1.2626378276,,Ddx41,1
5039,,,,,,,,,,,2.258017984,,2.258017984,,Gm14046,1
5040,,,,,,,,,,,0.4901430425,,0.4901430425,,Tmem30a,1
5041,,,,,,,,,,,-1.3931126275,,-1.3931126275,,Gm37626,1
5042,-1.8552968655,,,,,,,,,,,,-1.8552968655,,Serf2,1
5044,,,,,,,,,,,-1.8396421468,,-1.8396421468,,Siglecg,1
5045,,,,,1.5126637299,,,,,,,,1.5126637299,,Robo3,1
5046,,,,,0.6304390601,,,,,,,,0.6304390601,,Fggy,1
5047,,,,,,,,,,,2.7112322701,,2.7112322701,,Igkv14-111,1
5048,,,,,,,,,,,1.8840778431,,1.8840778431,,Ces2e,1
5049,,,,,-0.8016593834,,,,,,,,-0.8016593834,,Bend5,1
5050,,,,,,,,,,,0.89897863,,0.89897863,,Cd63-ps,1
5051,,,,,,,,,,,0.8389720183,,0.8389720183,,Rps15a-ps5,1
5052,,,,,7.8189993131,,,,,,,,7.8189993131,,Serpina3n,1
5053,,,,,,,,,,,-1.2338702141,,-1.2338702141,,D6Ertd527e,1
5054,,,,,1.0800188598,,,,,,,,1.0800188598,,Tnfsf13os,1
5055,,,,,-1.3975369423,,,,,,,,-1.3975369423,,Ttc41,1
5056,-0.3926112486,,,,,,,,,,,,-0.3926112486,,Scn7a,1
5057,-2.2118340875,,,,,,,,,,,,-2.2118340875,,Phc2,1
5059,,,,,,,,,,,-10.1043852941,,-10.1043852941,,Ighv9-2,1
5060,,,,,,,,,,,-1.1881112539,,-1.1881112539,,Gm30074,1
5061,,,-0.5888505421,,,,,,,,,,-0.5888505421,,Hist1h2bg,1
5062,,,,,,,,,,-0.5174288374,,,-0.5174288374,,Ept1,1
5063,-1.2484002831,,,,,,,,,,,,-1.2484002831,,Exoc7,1
5064,2.0703810583,,,,,,,,,,,,2.0703810583,,Atp6ap1,1
5065,,,,1.0284923289,,,,,,,,,1.0284923289,,Adam10,1
5066,,,,,,,,,,,-0.3887337894,,-0.3887337894,,Tyms,1
5067,,,,,,,,,,,1.2112589388,,1.2112589388,,Gprc5a,1
5068,,,,,-0.6280623533,,,,,,,,-0.6280623533,,Glipr2,1
5069,2.9321369184,,,,,,,,,,,,2.9321369184,,Atp8a1,1
5070,,,,,,,,,,,-0.656141925,,-0.656141925,,Lamb2,1
5071,1.3431646165,,,,,,,,,,,,1.3431646165,,Taf13,1
5072,,,,,-0.4109263592,,,,,,,,-0.4109263592,,Gm19590,1
5073,,,,,,,,,,,-3.8994343906,,-3.8994343906,,Lsamp,1
5074,,,,,,,,,,,-0.5540979352,,-0.5540979352,,Spdl1,1
5075,-0.286761768,,,,,,,,,,,,-0.286761768,,Aqp7,1
5076,,,,,,,,,,,-1.6088127576,,-1.6088127576,,Gm12781,1
5077,,,,,1.5142823756,,,,,,,,1.5142823756,,Arhgef16,1
5078,,,,,,,,,,,-1.685373754,,-1.685373754,,Ibsp,1
5079,,,,,-5.9581564189,,,,,,,,-5.9581564189,,Gm43389,1
5080,,,,,,,,,,,-0.5067042061,,-0.5067042061,,Pacc1,1
5081,,,,,,,,,,,1.8374838366,,1.8374838366,,Rpl27a-ps1,1
5082,,,-0.3752956698,,,,,,,,,,-0.3752956698,,Psmc3ip,1
5083,-1.8995943231,,,,,,,,,,,,-1.8995943231,,Csf2ra,1
5084,,,,,,,,,,,1.0293003397,,1.0293003397,,Sema3f,1
5085,,,,,,,,,,,0.6880123831,,0.6880123831,,Slamf8,1
5086,,,,,,,,,,1.1535173587,,,1.1535173587,,Eif2s3y,1
5087,1.7252302916,,,,,,,,,,,,1.7252302916,,Spin1,1
5088,-1.110954769,,,,,,,,,,,,-1.110954769,,Parp3,1
5090,,,,,,,,,,,2.2338175142,,2.2338175142,,1700095J03Rik,1
5091,,,,,,,,,,,2.9643944656,,2.9643944656,,BC107364,1
5092,1.2745081104,,,,,,,,,,,,1.2745081104,,Papss2,1
5093,-1.4439027285,,,,,,,,,,,,-1.4439027285,,Rrbp1,1
5095,2.1921171533,,,,,,,,,,,,2.1921171533,,1200015M12Rik,1
5096,,,,,-1.0543425156,,,,,,,,-1.0543425156,,Pnrc1,1
5097,-1.2545930474,,,,,,,,,,,,-1.2545930474,,Prodh,1
5098,2.6120424456,,,,,,,,,,,,2.6120424456,,Ttc3,1
5099,,,,,,,,,,,1.5940506168,,1.5940506168,,Dok5,1
5100,,,,,,,,,,,-6.3419961358,,-6.3419961358,,Tmco5,1
5101,,,,,,,,,,,1.7782722009,,1.7782722009,,Gm16026,1
5102,,,,,,,,,,,-1.514363456,,-1.514363456,,Stab1,1
5103,,,,,,,,,,,-1.5224986453,,-1.5224986453,,Sycp3,1
5104,,,,,,,,,,,-1.6480868678,,-1.6480868678,,Gfra1,1
5105,-2.955674027,,,,,,,,,,,,-2.955674027,,Mxd4,1
5107,,,,,,,,,,,-1.521648652,,-1.521648652,,Gm37906,1
5108,,,,,,,,,,,1.2984327255,,1.2984327255,,Gm13552,1
5109,,,,,,,,,,,-3.5643595047,,-3.5643595047,,Mmp13,1
5110,0.6363317245,,,,,,,,,,,,0.6363317245,,Iars,1
5111,,,,,-0.6606056491,,,,,,,,-0.6606056491,,Trim28,1
5112,-2.043551795,,,,,,,,,,,,-2.043551795,,Dlgap4,1
5113,,,,,,,,,,,-1.459269572,,-1.459269572,,B4galnt3,1
5114,,,,,,,,,,,-1.2143149003,,-1.2143149003,,Gm25966,1
5115,,,,,,,,,,,-1.0024835846,,-1.0024835846,,Gm14091,1
5116,,,,,6.8209089664,,,,,,,,6.8209089664,,Gm31520,1
5117,1.09060257,,,,,,,,,,,,1.09060257,,Eif3e,1
5118,2.0694893558,,,,,,,,,,,,2.0694893558,,Sumo3,1
5119,-2.6089198988,,,,,,,,,,,,-2.6089198988,,Rps15,1
5121,,,,,,,,,,,-0.3924816971,,-0.3924816971,,Rcsd1,1
5122,,,,,,,,,,,-0.9602132753,,-0.9602132753,,Ebf3,1
5123,,,,,,,,,,,-2.2174806362,,-2.2174806362,,Gm44577,1
5124,,,,,,,,,0.6170271223,,,,0.6170271223,,Tgfb3,1
5125,,,,,,,,,,,0.764747779,,0.764747779,,Smoc1,1
5126,-1.4661840696,,,,,,,,,,,,-1.4661840696,,Fbrs,1
5127,,,,,,,,,,,0.9946141665,,0.9946141665,,Gm45546,1
5128,-2.6057838803,,,,,,,,,,,,-2.6057838803,,Cib1,1
5129,,,,0.878722077,,,,,,,,,0.878722077,,Gm17167,1
5130,,,,,,,,,,,1.9245135043,,1.9245135043,,Aff2,1
5131,,,,,,,,,,,-1.3901910779,,-1.3901910779,,Mreg,1
5132,,,,,,,,,,,1.2401753185,,1.2401753185,,Lhx6,1
5133,,,,,,,,,,,-6.3419961358,,-6.3419961358,,Akirin1-ps,1
5134,,,,,,,,,,,-2.4706662461,,-2.4706662461,,Ltf,1
5135,,,,,-0.826178778,,,,,,,,-0.826178778,,Fam168b,1
5136,,,,,-4.0351879956,,,,,,,,-4.0351879956,,Gm43313,1
5137,0.8582599788,,,,,,,,,,,,0.8582599788,,D030056L22Rik,1
5138,1.0675552655,,,,,,,,,,,,1.0675552655,,Phf8,1
5139,,,,,,,,,,,1.3800391916,,1.3800391916,,Fam81a,1
5140,,,,,,,,,,,1.102511783,,1.102511783,,Gm7932,1
5141,,,,0.9222351801,,,,,,,,,0.9222351801,,Dgkh,1
5142,,,,,,,,,,,1.871154537,,1.871154537,,Klrd1,1
5143,1.6078913338,,,,,,,,,,,,1.6078913338,,Prps1l3,1
5144,,,,0.9148204473,,,,,,,,,0.9148204473,,Hectd2,1
5145,,,-0.3873726876,,,,,,,,,,-0.3873726876,,Rps4y2,1
5146,-1.5181933008,,,,,,,,,,,,-1.5181933008,,Cope,1
5147,,,,,,,,,,,1.2238946085,,1.2238946085,,Gpr85,1
5148,,,,,,,,,,,-1.5031267769,,-1.5031267769,,Adipoq,1
5149,-1.8057422729,,,,,,,,,,,,-1.8057422729,,Prpsap1,1
5150,,,,,,-1.3943243585,,,,,,,-1.3943243585,,Rhag,1
5151,-1.2387910288,,,,,,,,,,,,-1.2387910288,,Rpl41,1
5153,0.2860179325,,,,,,,,,,,,0.2860179325,,Desi1,1
5154,,,,,,,,,,,-1.4342333291,,-1.4342333291,,Ptx3,1
5155,,,,,,,,,,,0.6587179098,,0.6587179098,,Plxnb1,1
5156,,,,,-0.8837762721,,,,,,,,-0.8837762721,,Rb1cc1,1
5157,,,-0.2615006255,,,,,,,,,,-0.2615006255,,Fancl,1
5158,,,,-0.7672624685,,,,,,,,,-0.7672624685,,Trp53,1
5160,-2.2770882425,,,,,,,,,,,,-2.2770882425,,Zfp148,1
5161,2.0646908065,,,,,,,,,,,,2.0646908065,,Golga4,1
5162,,,,,,,-0.459178311791669,,,,,,-0.459178311791669,,Otud6b,1
5163,,,,,,,,,,,-0.5094234735,,-0.5094234735,,Traf4,1
5164,-0.6142501635,,,,,,,,,,,,-0.6142501635,,Tardbp,1
5165,,,,,,,,,,,-1.8326635987,,-1.8326635987,,Svep1,1
5166,,,,,,,,,,,-1.3633877759,,-1.3633877759,,Gm47761,1
5167,-0.8000448963,,,,,,,,,,,,-0.8000448963,,Pisd-ps3,1
5169,,,,,,,,,,,1.3609283668,,1.3609283668,,Syt5,1
5170,,,,,,,,,,,1.4861044937,,1.4861044937,,Gm36634,1
5171,2.7659321228,,,,,,,,,,,,2.7659321228,,Cab39,1
5172,,,,,,,,,,,-3.8994333088,,-3.8994333088,,4930422I22Rik,1
5173,,,,,,,,,,,-1.9311350975,,-1.9311350975,,Fam166b,1
5174,-2.7253381363,,,,,,,,,,,,-2.7253381363,,Gigyf1,1
5175,,,0.557692365,,,,,,,,,,0.557692365,,Adck3,1
5176,0.9759272202,,,,,,,,,,,,0.9759272202,,Rpe,1
5177,-0.7829872174,,,,,,,,,,,,-0.7829872174,,Tpcn1,1
5178,,,-0.3011630867,,,,,,,,,,-0.3011630867,,Zbtb8os,1
5179,,,,,,,,,,,0.630084961,,0.630084961,,Mttp,1
5180,1.955256651,,,,,,,,,,,,1.955256651,,Glrx,1
5182,,,,,-1.0121655515,,,,,,,,-1.0121655515,,Irgq,1
5183,,,,,,,,,,,1.6718355004,,1.6718355004,,Nlrp3,1
5184,,,,,,-1.0275940737,,,,,,,-1.0275940737,,Mx1,1
5185,,,,,,,,,,,1.7841199874,,1.7841199874,,9330198I05Rik,1
5186,-1.2986250783,,,,,,,,,,,,-1.2986250783,,Mrpl30,1
5187,,,,,,,,,,,2.2954186098,,2.2954186098,,9130017K11Rik,1
5188,,,,,-0.7903051261,,,,,,,,-0.7903051261,,Snx30,1
5189,,,,,,,,,,,-1.7685818865,,-1.7685818865,,Adamtsl3,1
5190,,,,,,,,,,,1.9732110911,,1.9732110911,,Chrna5,1
5191,,,,,,,,,,,-1.2227048603,,-1.2227048603,,6030468B19Rik,1
5192,,,,,,,,,,,0.8804534148,,0.8804534148,,2310010J17Rik,1
5193,,,,,,,,,,,1.2674328779,,1.2674328779,,Gm43176,1
5194,,,,,,,,,,,-1.3601343474,,-1.3601343474,,Snord14c,1
5195,,,,,,,,,,,-0.9029357995,,-0.9029357995,,Ccne1,1
5196,,,,,-2.8322729615,,,,,,,,-2.8322729615,,Gm43162,1
5197,,,-0.9928150456,,,,,,,,,,-0.9928150456,,Pf4,1
5198,-2.7056382603,,,,,,,,,,,,-2.7056382603,,Abtb1,1
5199,-3.0715100751,,,,,,,,,,,,-3.0715100751,,Ppcdc,1
5200,,,,,,,,,,,-1.2029918443,,-1.2029918443,,Acmsd,1
5201,,,,,-1.3349460653,,,,,,,,-1.3349460653,,Atp8b2,1
5202,,,,2.6385553279,,,,,,,,,2.6385553279,,Tmem30b,1
5203,1.9902697488,,,,,,,,,,,,1.9902697488,,Gpbp1,1
5204,,,,,-0.9727455731,,,,,,,,-0.9727455731,,Cry1,1
5205,0.9963765038,,,,,,,,,,,,0.9963765038,,Cpne1,1
5206,,,,-0.6717682625,,,,,,,,,-0.6717682625,,Psph,1
5207,,,,,,,,,,,1.3159345699,,1.3159345699,,Btnl7-ps,1
5208,,,,,,,,,,,-0.9566187441,,-0.9566187441,,Rbm44,1
5209,,,,,,,,,,,-1.6092097767,,-1.6092097767,,Tmc3,1
5210,,,,,4.8563283162,,,,,,,,4.8563283162,,Htr1b,1
5211,,,,,,,,,,,1.8347508197,,1.8347508197,,Gm45437,1
5212,,,,,,,,,,,-2.3831397095,,-2.3831397095,,Gm14132,1
5213,,,,,-4.7328915179,,,,,,,,-4.7328915179,,Sspo,1
5214,,,,,,,,,,,2.2952084097,,2.2952084097,,Tcea3,1
5215,,,,,3.9947008944,,,,,,,,3.9947008944,,Spsb1,1
5216,,,,,,,,,,,-0.8049878413,,-0.8049878413,,Ticrr,1
5217,,,,,-1.3935015671,,,,,,,,-1.3935015671,,Dram1,1
5218,,,,,,,,,,,2.1246698081,,2.1246698081,,Glp2r,1
5219,,,,,-2.7183056583,,,,,,,,-2.7183056583,,2010007H06Rik,1
5220,,,,,-4.8730776282,,,,,,,,-4.8730776282,,Gm15880,1
5221,1.6795711409,,,,,,,,,,,,1.6795711409,,2810474O19Rik,1
5222,,,,,,,,,,,2.3652911279,,2.3652911279,,Gal3st2c,1
5223,,,,,,,,,,,-2.0453119917,,-2.0453119917,,Gm26796,1
5224,,,,,,,,,,,1.0471599173,,1.0471599173,,Fam241b,1
5225,,,,,,,,,,,-0.7240591346,,-0.7240591346,,Abcb4,1
5226,,,,,,,,,,,-0.7274504747,,-0.7274504747,,Slc26a11,1
5227,-2.3464720998,,,,,,,,,,,,-2.3464720998,,C80068,1
5228,-1.0801840661,,,,,,,,,,,,-1.0801840661,,Bop1,1
5229,,,,,-2.6513063562,,,,,,,,-2.6513063562,,Sgms2,1
5230,,,,0.8446277266,,,,,,,,,0.8446277266,,Klhl24,1
5231,0.5510850975,,,,,,,,,,,,0.5510850975,,Ube2d2a,1
5232,-1.0167331853,,,,,,,,,,,,-1.0167331853,,Polb,1
5233,,,,,,,,,,,-2.2176687362,,-2.2176687362,,Gm47416,1
5234,2.7534507386,,,,,,,,,,,,2.7534507386,,Kif5b,1
5235,,,,,,,,,,,-2.1004872479,,-2.1004872479,,Btnl10,1
5236,,,,,,,,,,,5.4981752141,,5.4981752141,,Ighv14-3,1
5237,,,,,,,,,,,-0.5105636798,,-0.5105636798,,Xylt1,1
5238,,,,,,,,,,,-0.5237513382,,-0.5237513382,,Haus8,1
5239,,,,,-3.586940462,,,,,,,,-3.586940462,,Gm15609,1
5240,,,,0.7774019994,,,,,,,,,0.7774019994,,9130008F23Rik,1
5241,2.1936739535,,,,,,,,,,,,2.1936739535,,Nptn,1
5242,,,,,,,,,,,0.4966695109,,0.4966695109,,Zmat3,1
5243,-1.3898142834,,,,,,,,,,,,-1.3898142834,,Anapc2,1
5244,,,,,,,,,,,-1.0834533155,,-1.0834533155,,Gm45343,1
5245,2.3813564714,,,,,,,,,,,,2.3813564714,,Hsd17b12,1
5246,,,-0.2735815224,,,,,,,,,,-0.2735815224,,Lhpp,1
5247,,,,,,,,,,,-1.6309681904,,-1.6309681904,,Myo18b,1
5248,2.1249650419,,,,,,,,,,,,2.1249650419,,Arl6ip1,1
5249,1.5790335879,,,,,,,,,,,,1.5790335879,,Tle3,1
5250,,,-0.2658814161,,,,,,,,,,-0.2658814161,,Cgrrf1,1
5251,,,,,,,,,,,-0.629781198,,-0.629781198,,E2f1,1
5252,2.4243301891,,,,,,,,,,,,2.4243301891,,Tex261,1
5253,,,,,,,,,,,2.0599148234,,2.0599148234,,Gm8206,1
5254,,,,,,,,,,,0.8767548378,,0.8767548378,,BC035044,1
5255,,0.4612667327,,,,,,,,,,,0.4612667327,,Tmem254b,1
5256,,,,,,,,,,,1.0435584305,,1.0435584305,,Gpr27,1
5257,,,,,0.4776908224,,,,,,,,0.4776908224,,Plppr3,1
5258,,,,,-0.9234404196,,,,,,,,-0.9234404196,,Man1c1,1
5259,-0.5019785684,,,,,,,,,,,,-0.5019785684,,Ccdc120,1
5260,,,,,,,,,,,-1.7651067753,,-1.7651067753,,Hspa1a,1
5261,,,,,,,,,,,1.4057669077,,1.4057669077,,Gm8098,1
5262,0.9211472439,,,,,,,,,,,,0.9211472439,,U2surp,1
5264,,,,,,,,,,,-2.2574637548,,-2.2574637548,,Gm43237,1
5265,,,,,,,,,,,1.5116768841,,1.5116768841,,Cyp4b1,1
5266,-0.5411260314,,,,,,,,,,,,-0.5411260314,,Slf1,1
5267,,,,,,,,,,,-1.885848456,,-1.885848456,,D930028M14Rik,1
5268,,,,,-0.7713920859,,,,,,,,-0.7713920859,,E330009J07Rik,1
5269,,,,,,,,,,,-1.7969527066,,-1.7969527066,,Lcat,1
5270,,,,,,,,,,,-0.7995231714,,-0.7995231714,,Ttyh2,1
5271,-0.9290911722,,,,,,,,,,,,-0.9290911722,,Apip,1
5272,,,,,,,,,-0.698322223,,,,-0.698322223,,Prl2c5,1
5273,1.9496781361,,,,,,,,,,,,1.9496781361,,Tkt,1
5275,-0.4373911189,,,,,,,,,,,,-0.4373911189,,Afg3l1,1
5276,-1.1387537525,,,,,,,,,,,,-1.1387537525,,Sra1,1
5277,,,,,,,,,,,-1.7609288296,,-1.7609288296,,Gm38289,1
5278,,,,,,,,,,,-2.1671068236,,-2.1671068236,,H2bc11,1
5279,-0.2061217124,,,,,,,,,,,,-0.2061217124,,Pigu,1
5280,,,,,,,,,,,1.0631443367,,1.0631443367,,Gpat3,1
5281,,,,,-1.0144616451,,,,,,,,-1.0144616451,,Ppp2ca,1
5282,,,,,,,,,,,0.6484440018,,0.6484440018,,9230112J17Rik,1
5283,,,,,,,,,,,-1.9251978319,,-1.9251978319,,Gm3055,1
5284,-1.2269829446,,,,,,,,,,,,-1.2269829446,,Fstl1,1
5285,,,,,0.417489147,,,,,,,,0.417489147,,Zfp141,1
5286,-1.6034153295,,,,,,,,,,,,-1.6034153295,,Mllt11,1
5287,,,,,,,-0.767042505983339,,,,,,-0.767042505983339,,6330403K07Rik,1
5288,,,,,,,,,,,1.2095371142,,1.2095371142,,Tmem158,1
5289,,,,,,,,,,,3.3643635495,,3.3643635495,,Sowahb,1
5290,,,,,-1.0256904844,,,,,,,,-1.0256904844,,Pank2,1
5291,1.7013240616,,,,,,,,,,,,1.7013240616,,Vps54,1
5292,,,,0.8434365859,,,,,,,,,0.8434365859,,Hspb6,1
5293,,,,,,,,,,,-2.2647910551,,-2.2647910551,,1700027J07Rik,1
5294,,,,,,,,,-0.5260244803,,,,-0.5260244803,,Zc3hav1l,1
5295,,,,,,,,,,,0.4941664555,,0.4941664555,,Sesn1,1
5296,2.096306919,,,,,,,,,,,,2.096306919,,Acadl,1
5297,3.9129444218,,,,,,,,,,,,3.9129444218,,Hs6st1,1
5298,,,,,,,,,,,-0.6217483139,,-0.6217483139,,Stil,1
5299,,,,,,,,,,,-1.0705883133,,-1.0705883133,,C920009B18Rik,1
5300,-1.3967436413,,,,,,,,,,,,-1.3967436413,,Tor1b,1
5301,,,,,,,,,,,1.13334549,,1.13334549,,Tram1l1,1
5302,,,,,-11.8017648447,,,,,,,,-11.8017648447,,Igkv12-46,1
5303,-1.7529597625,,,,,,,,,,,,-1.7529597625,,Irf8,1
5304,,,,,,,,,,,-1.2039972943,,-1.2039972943,,Tspan7,1
5305,0.7313390265,,,,,,,,,,,,0.7313390265,,Opa1,1
5306,-1.2916235301,,,,,,,,,,,,-1.2916235301,,AW209491,1
5307,,,,,-1.7324322799,,,,,,,,-1.7324322799,,Ear2,1
5308,-1.7113431835,,,,,,,,,,,,-1.7113431835,,2310033P09Rik,1
5309,,,,,,,,,,,0.9541207626,,0.9541207626,,Rasip1,1
5310,,,,,-0.9596472125,,,,,,,,-0.9596472125,,Per3,1
5311,,,,,,,,,,,-0.4377648979,,-0.4377648979,,Ncapd3,1
5312,,,,,,,,,,,-1.0178000351,,-1.0178000351,,Ptprd,1
5313,,,,,,,,,,,-1.9779099588,,-1.9779099588,,Gm26039,1
5314,,,-0.2934176462,,,,,,,,,,-0.2934176462,,Pramef8,1
5315,1.4006952154,,,,,,,,,,,,1.4006952154,,Vamp3,1
5316,,,,,,,,,,,0.5107921608,,0.5107921608,,Vat1,1
5317,,,,,,,,,,,1.517207498,,1.517207498,,Clec5a,1
5318,-2.4288216705,,,,,,,,,,,,-2.4288216705,,Eif3g,1
5319,,,,,,,,,,,-0.4832236496,,-0.4832236496,,Smg5,1
5320,,,,,0.6148650657,,,,,,,,0.6148650657,,Ppa1,1
5321,2.4743262524,,,,,,,,,,,,2.4743262524,,Krcc1,1
5322,1.181567122,,,,,,,,,,,,1.181567122,,Zfand3,1
5323,-1.4782981956,,,,,,,,,,,,-1.4782981956,,Phf23,1
5324,,,,,,,,,,,-0.625721899,,-0.625721899,,Ano8,1
5325,,,,,,,,,,,-0.796416792,,-0.796416792,,Lrrc66,1
5326,,,,,0.6336477437,,,,,,,,0.6336477437,,Ldha,1
5327,-1.2077452116,,,,,,,,,,,,-1.2077452116,,Clcn4,1
5328,,,,0.6106867122,,,,,,,,,0.6106867122,,Ercc6l2,1
5329,2.2848671434,,,,,,,,,,,,2.2848671434,,Dyrk1a,1
5330,,,,,,,,,,,-0.8496482475,,-0.8496482475,,Rgs9,1
5331,,,,,,,0.72311459663333,,,,,,0.72311459663333,,Nsrp1,1
5332,,,,,,,,,0.7219517176,,,,0.7219517176,,H2-T10,1
5333,-1.0530406974,,,,,,,,,,,,-1.0530406974,,Ppp2r2d,1
5334,,,,,,-0.7348760434,,,,,,,-0.7348760434,,Jade1,1
5335,1.2131510488,,,,,,,,,,,,1.2131510488,,Kpna1,1
5336,0.9404056157,,,,,,,,,,,,0.9404056157,,Orc4,1
5337,,,,,,,,,,,-0.9816296465,,-0.9816296465,,Mirg,1
5338,,,,,-6.2017001936,,,,,,,,-6.2017001936,,Gm2155,1
5339,0.5328415641,,,,,,,,,,,,0.5328415641,,Nifk,1
5340,,,,,,,,,,,0.4525593611,,0.4525593611,,Gsdme,1
5341,,,,,,,,,,,6.9162427519,,6.9162427519,,Upk3bl,1
5342,,,,,,,,,,,3.3623673773,,3.3623673773,,Efna3,1
5343,1.0125833375,,,,,,,,,,,,1.0125833375,,Zfp87,1
5344,-0.9814290864,,,,,,,,,,,,-0.9814290864,,Anapc15,1
5345,,,,,,,,,,,0.4439254107,,0.4439254107,,Fem1c,1
5346,,,,,,,,,,,-0.6769183185,,-0.6769183185,,Spns3,1
5347,0.6800146038,,,,,,,,,,,,0.6800146038,,Ttc39b,1
5348,1.1129805596,,,,,,,,,,,,1.1129805596,,Fosl1,1
5349,-1.7898071229,,,,,,,,,,,,-1.7898071229,,Carns1,1
5350,,,,,,,,,,,-1.6466678325,,-1.6466678325,,B430219N15Rik,1
5351,,,,,,,,,,,-1.8884429912,,-1.8884429912,,Gli2,1
5352,,,,,,,,,,,-1.1130660191,,-1.1130660191,,Gm15893,1
5353,,,,,,,-0.760545917758337,,,,,,-0.760545917758337,,Dhfr,1
5354,,,,,,,,,,,1.2761364489,,1.2761364489,,Gm2897,1
5355,,,,,,,,,,,1.266619776,,1.266619776,,Ascl2,1
5356,,,,,-0.5017822711,,,,,,,,-0.5017822711,,Pheta2,1
5357,,,,,,,,,,,0.746925857,,0.746925857,,Gm13881,1
5358,,,,,,,,,,,-1.1574745154,,-1.1574745154,,Gm20691,1
5359,,,,,,,,,,,1.2565676806,,1.2565676806,,Tmod2,1
